Model,Accuracy,Macro Precision,Macro Recall,Macro F1,Weighted Precision,Weighted Recall,Weighted F1,Infer (ms/img),FPS,Inference Benchmark Images,Parameters,Trainable Parameters,Checkpoint Size (MB),Peak GPU Memory (MB)
yolo11n_cls,0.9833333333333333,0.9834213207372419,0.9833333333333334,0.9833321758455448,0.9834213207372418,0.9833333333333333,0.9833321758455447,0.5710798299996895,1751.0686728343105,1000,1534947,0,3.041872024536133,667.69921875
