train_loss,val_loss,train_accuracy,val_accuracy,epoch_time,learning_rate
1.6913596673144236,0.4075896342595418,0.5295138888888888,0.8333333333333334,1.612264633178711,0.001
0.506022079123391,0.581520054075453,0.8263888888888888,0.8055555555555556,1.847766637802124,0.001
0.34847858051458996,0.287869393825531,0.9010416666666666,0.9166666666666666,2.3699347972869873,0.001
0.22450559697527853,0.31584370301829445,0.9322916666666666,0.9097222222222222,1.5875253677368164,0.001
0.22706225659284326,0.38616524636745453,0.9288194444444444,0.9027777777777778,1.4875290393829346,0.001
0.22664542868733406,0.6383039355278015,0.9201388888888888,0.8402777777777778,1.4865469932556152,0.001
0.24072416250904402,0.19906042599015766,0.9340277777777778,0.9513888888888888,1.4823250770568848,0.001
0.1602376260691219,0.19113535268439186,0.9565972222222222,0.9236111111111112,1.5554561614990234,0.001
0.1297973763818542,0.13957992527219984,0.9618055555555556,0.9513888888888888,1.6803739070892334,0.001
0.11247853613975975,0.1716510678331057,0.96875,0.9583333333333334,2.3618009090423584,0.001
0.11070667600466146,0.243095263838768,0.9600694444444444,0.9444444444444444,1.537583351135254,0.001
0.14439008271114695,0.31753455474972725,0.9618055555555556,0.9513888888888888,1.530867338180542,0.001
0.1428834036923945,0.36607888837655383,0.9444444444444444,0.9027777777777778,1.5519542694091797,0.001
0.15122329278124702,0.18158522165483898,0.953125,0.9444444444444444,1.5088796615600586,0.001
0.12369914787511031,0.15814724647336537,0.9618055555555556,0.9583333333333334,1.5238838195800781,0.001
0.15520529329983723,0.6482522918118371,0.9444444444444444,0.9027777777777778,1.521139144897461,0.001
0.19611627680973875,0.5468907679120699,0.9270833333333334,0.9305555555555556,2.2091259956359863,0.001
0.19537732294864124,0.3408311915894349,0.9392361111111112,0.9166666666666666,1.8976101875305176,0.001
0.12686244424225557,0.29800112048784894,0.9583333333333334,0.9375,1.5039491653442383,0.001
0.13802011859499747,0.24620050191879272,0.9565972222222222,0.9583333333333334,1.5987262725830078,0.001
