train_loss,val_loss,train_accuracy,val_accuracy,epoch_time,learning_rate
0.33906246059470707,4.153712749481201,0.8472222222222222,0.5208333333333334,6.296959161758423,0.001
0.12613537514375317,0.3005623312460052,0.9583333333333334,0.9513888888888888,6.272470951080322,0.001
0.08360647831836508,0.10223923147552544,0.9774305555555556,0.9444444444444444,6.300278425216675,0.001
0.07109778886660933,0.41858647267023724,0.9791666666666666,0.9166666666666666,6.371896028518677,0.001
0.09667678063528405,0.18381105694505903,0.9826388888888888,0.9722222222222222,6.350384712219238,0.001
0.11838946936445104,0.39054228199852836,0.9652777777777778,0.9444444444444444,6.388129711151123,0.001
0.056854893608639635,0.06813914158071081,0.9826388888888888,0.9791666666666666,6.448051691055298,0.001
0.05043619617612825,0.17946556376086342,0.984375,0.9652777777777778,6.6038432121276855,0.001
0.017071959355639085,0.09354555482665698,0.9982638888888888,0.9791666666666666,6.561416864395142,0.001
0.018510320189913426,0.089688678453159,0.9930555555555556,0.9791666666666666,6.671860933303833,0.001
0.006471509020128805,0.0747945381347866,0.9982638888888888,0.9791666666666666,6.878749370574951,0.001
0.0018737803992634225,0.09043186948434191,1.0,0.9791666666666666,6.725509881973267,0.001
0.004771193782895959,0.14812555867764685,0.9982638888888888,0.9583333333333334,6.859483957290649,0.001
0.006483475866843946,0.1681487555227553,0.9965277777777778,0.9583333333333334,6.8398144245147705,0.001
0.0037524612392492904,0.16178800501964158,1.0,0.9722222222222222,6.859213590621948,0.001
0.0012890680558888966,0.059277192883503936,1.0,0.9861111111111112,6.91584587097168,0.001
0.0009359382602269761,0.10425621171533647,1.0,0.9652777777777778,6.950717210769653,0.001
0.00020581908494124137,0.13116576109314337,1.0,0.9722222222222222,6.872905731201172,0.001
0.00020309775876133548,0.12661784399016243,1.0,0.9791666666666666,6.839380979537964,0.001
0.00010945175896874086,0.12475298710503718,1.0,0.9791666666666666,6.832036733627319,0.001
